data_ocorrencia;nome_cidade;latitude_ocorrencia;longitude_ocorrencia;qtd_morto_civil_ocorrencia;qtd_morto_agen_segur_ocorrencia
31/03/2018;Rio de Janeiro;-22.8270199;-43.3978174;0;0
31/03/2018;Rio de Janeiro;-22.9172271;-43.2803689;0;0
31/03/2018;Rio de Janeiro;-22.9172271;-43.2803689;0;0
31/03/2018;Belford Roxo;-22.7530822;-43.3904608;0;0
31/03/2018;Rio de Janeiro;-22.8621466;-43.4907856;0;0
31/03/2018;Rio de Janeiro;-22.925465;-43.2233312;0;0
31/03/2018;Rio de Janeiro;-22.917856;-43.261517;0;0
31/03/2018;Rio de Janeiro;-22.8909588;-43.3459722;0;0
31/03/2018;Rio de Janeiro;-22.9027463;-43.2684052;0;0
31/03/2018;Rio de Janeiro;-22.9215545;-43.1860341;0;0
31/03/2018;Rio de Janeiro;-22.8572068;-43.242745;0;0
31/03/2018;Rio de Janeiro;-22.9245192;-43.291006;0;0
01/04/2018;Rio de Janeiro;-22.9146107;-43.2494949;0;0
01/04/2018;Niterói;-22.929466;-43.0149078;0;0
01/04/2018;Rio de Janeiro;-22.9441667;-43.2408333;0;0
01/04/2018;Rio de Janeiro;-22.9877709;-43.2950513;0;0
01/04/2018;Rio de Janeiro;-22.9939022;-43.2358343;0;0
01/04/2018;São Gonçalo;-22.8297603;-42.9833145;0;0
01/04/2018;Itaguaí;-22.8847099;-43.8147572;0;0
30/03/2018;Niterói;-22.9041821;-43.1145305;0;0
01/04/2018;Rio de Janeiro;-22.8197186;-43.2943554;0;0
01/04/2018;Rio de Janeiro;-22.8781725;-43.3418909;0;0
01/04/2018;Magé;-22.613784;-43.167282;0;0
01/04/2018;Rio de Janeiro;-22.855094;-43.494737;0;0
01/04/2018;Rio de Janeiro;-22.8961818;-43.318848;0;0
01/04/2018;São Gonçalo;-22.7921669;-42.9997977;0;0
01/04/2018;Rio de Janeiro;-22.8105547;-43.3343785;1;0
01/04/2018;São Gonçalo;-22.8297603;-42.9833145;0;0
02/04/2018;Rio de Janeiro;-22.8517443;-43.2819857;0;0
01/04/2018;Nova Iguaçu;-22.7553648;-43.4297919;0;0
01/04/2018;Rio de Janeiro;-22.8618495;-43.4282984;0;0
01/04/2018;Belford Roxo;-22.7061896;-43.3379356;0;0
01/04/2018;Rio de Janeiro;-22.91;-43.2575;0;0
02/04/2018;Belford Roxo;-22.734887;-43.3494698;0;0
02/04/2018;Niterói;-22.8695659;-43.1056637;0;0
02/04/2018;Mesquita;-22.7885137;-43.4257372;0;0
02/04/2018;Rio de Janeiro;-22.8076253;-43.3229738;0;0
31/03/2018;São Gonçalo;-22.792584;-43.008847;1;0
02/04/2018;Rio de Janeiro;-22.8308535;-43.2698184;0;0
02/04/2018;Rio de Janeiro;-22.8308535;-43.2698184;0;0
02/04/2018;Rio de Janeiro;-22.9811111;-43.1975;0;0
31/03/2018;Rio de Janeiro;-22.8922993;-43.348303;1;0
01/04/2018;Rio de Janeiro;-22.9011098;-43.2492123;0;0
02/04/2018;Rio de Janeiro;-22.8813821;-43.3515006;0;1
02/04/2018;Rio de Janeiro;-22.9816912;-43.1962577;0;0
02/04/2018;Rio de Janeiro;-22.9099982;-43.2861344;0;0
01/04/2018;Rio de Janeiro;-22.8531865;-43.3588893;1;0
02/04/2018;Nova Iguaçu;-22.7621989;-43.5017141;0;0
01/04/2018;São Gonçalo;-22.8134189;-43.0626713;1;0
01/04/2018;São Gonçalo;-22.8134189;-43.0626713;1;0
02/04/2018;Rio de Janeiro;-22.8632547;-43.285713;0;0
02/04/2018;São João de Meriti;-22.8011864;-43.3815929;0;0
02/04/2018;Nilópolis;-22.8176077;-43.4114533;0;0
02/04/2018;Rio de Janeiro;-22.883604;-43.4384974;1;0
02/04/2018;Seropédica;-22.800681;-43.639396;0;0
02/04/2018;Rio de Janeiro;-22.9111438;-43.1648755;0;0
02/04/2018;Rio de Janeiro;-22.812733;-43.3719709;0;0
02/04/2018;Mesquita;-22.8065811;-43.4379884;0;0
02/04/2018;Rio de Janeiro;-22.980521;-43.1978813;0;0
02/04/2018;Rio de Janeiro;-22.9806643;-43.189197;0;0
02/04/2018;Rio de Janeiro;-22.8988185;-43.3521535;0;0
02/04/2018;Rio de Janeiro;-22.8322403;-43.3904486;0;0
02/04/2018;Rio de Janeiro;-22.91882;-43.1832201;0;0
02/04/2018;Rio de Janeiro;-22.9441667;-43.2408333;0;0
03/04/2018;São Gonçalo;-22.7911204;-42.9975418;0;0
03/04/2018;Belford Roxo;-22.7624609;-43.407265;0;0
03/04/2018;Rio de Janeiro;-22.9481688;-43.3626721;0;0
03/04/2018;Rio de Janeiro;-22.8969198;-43.3516802;0;0
02/04/2018;São Gonçalo;-22.8800579;-42.9878399;1;0
03/04/2018;Niterói;-22.8949399;-43.0668099;0;0
03/04/2018;Rio de Janeiro;-22.90211;-43.3518029;0;0
03/04/2018;Rio de Janeiro;-22.8959671;-43.3253079;0;0
03/04/2018;Rio de Janeiro;-22.8440802;-43.3094623;0;0
02/04/2018;Rio de Janeiro;-22.9211299;-43.28462;0;0
02/04/2018;Niterói;-22.8873015;-43.1078793;0;0
03/04/2018;Rio de Janeiro;-22.8045849;-43.3576678;0;0
02/04/2018;Belford Roxo;-22.7588175;-43.3957269;0;0
03/04/2018;Itaboraí;-22.755827;-42.9267645;1;0
03/04/2018;Queimados;-22.7107086;-43.5527851;0;1
03/04/2018;Rio de Janeiro;-22.9038251;-43.2874444;0;0
03/04/2018;Rio de Janeiro;-22.8462805;-43.2965413;0;0
03/04/2018;Rio de Janeiro;-22.9481688;-43.3626721;0;0
03/04/2018;Rio de Janeiro;-22.865334;-43.309759;0;0
03/04/2018;Rio de Janeiro;-22.8627778;-43.3152778;0;0
03/04/2018;Rio de Janeiro;-22.865334;-43.309759;0;0
03/04/2018;Rio de Janeiro;-22.8627778;-43.3152778;0;0
03/04/2018;Rio de Janeiro;-22.9477186;-43.1944082;0;0
03/04/2018;São João de Meriti;-22.7909344;-43.3427673;0;0
03/04/2018;Niterói;-22.8700052;-43.0931245;0;0
03/04/2018;Rio de Janeiro;-22.8163732;-43.380505;0;0
03/04/2018;São João de Meriti;-22.7804015;-43.3438015;0;0
03/04/2018;Rio de Janeiro;-22.9009475;-43.1836837;0;0
03/04/2018;Rio de Janeiro;-22.8481183;-43.323245;0;0
03/04/2018;Rio de Janeiro;-22.8694695;-43.3137018;0;0
22/09/2018;Rio de Janeiro;-22.9879841;-43.2479825;0;0
04/04/2018;Belford Roxo;-22.741442;-43.3449457;0;0
03/04/2018;Rio de Janeiro;-22.965755;-43.1989226;2;0
04/04/2018;Rio Bonito;-22.7158572;-42.6149471;0;0
03/04/2018;Duque de Caxias;-22.798209;-43.3173282;1;0
04/04/2018;Belford Roxo;-22.7527575;-43.3632081;0;0
04/04/2018;Rio de Janeiro;-22.9666658;-43.390367499999996;0;0
04/04/2018;Nova Iguaçu;-22.8043323;-43.5883216;0;0
04/04/2018;Rio de Janeiro;-22.8742263;-43.4685442;0;0
04/04/2018;Nova Iguaçu;-22.7201738;-43.5246361;0;0
04/04/2018;Queimados;-22.7200133;-43.5426687;0;0
04/04/2018;Belford Roxo;-22.7405441;-43.3521006;0;0
04/04/2018;São Gonçalo;-22.7921669;-42.9997977;0;0
04/04/2018;Rio de Janeiro;-22.8126362;-43.3724499;0;0
04/04/2018;Nova Iguaçu;-22.7599757;-43.5053942;0;0
04/04/2018;Rio de Janeiro;-22.8574971;-43.2430137;0;0
04/04/2018;Rio de Janeiro;-22.8787531;-43.3195308;0;0
04/04/2018;Rio de Janeiro;-22.9137398;-43.2718519;0;0
04/04/2018;Rio de Janeiro;-22.8763889;-43.3033333;0;0
05/04/2018;Rio de Janeiro;-22.8932382;-43.1908238;0;0
05/04/2018;Rio de Janeiro;-22.8944788;-43.4416796;0;0
04/04/2018;Rio de Janeiro;-22.9731031;-43.3833159;0;0
04/04/2018;Rio de Janeiro;-22.9160833;-43.2747744;0;0
05/04/2018;Nova Iguaçu;-22.7533247;-43.4349823;0;0
05/04/2018;Rio de Janeiro;-22.9012257;-43.224256;0;0
05/04/2018;Nova Iguaçu;-22.747053;-43.4416018;0;0
05/04/2018;Rio de Janeiro;-22.8293261;-43.3922379;0;0
05/04/2018;Belford Roxo;-22.7496878;-43.4008485;4;0
05/04/2018;Belford Roxo;-22.7485427;-43.4041899;0;0
05/04/2018;Niterói;-22.9172755;-43.0902716;0;0
05/04/2018;Rio de Janeiro;-22.8604006;-43.4884116;0;0
05/04/2018;Rio de Janeiro;-22.9211046;-43.2850245;0;0
05/04/2018;São Gonçalo;-22.846943;-43.090071;0;0
04/04/2018;São Gonçalo;-22.8472343;-43.0885733;0;0
05/04/2018;Rio de Janeiro;-22.8472724;-43.2689327;0;0
05/04/2018;Belford Roxo;-22.7651938;-43.4082581;0;0
05/04/2018;Belford Roxo;-22.748344;-43.402977;0;0
05/04/2018;Nova Iguaçu;-22.7437313;-43.4430934;2;0
05/04/2018;Belford Roxo;-22.7014918;-43.3435074;0;0
05/04/2018;Rio de Janeiro;-22.9128703;-43.2845545;0;0
05/04/2018;Rio de Janeiro;-22.877127;-43.3021914;0;0
04/04/2018;Rio de Janeiro;-22.8546285;-43.4857636;0;0
05/04/2018;Belford Roxo;-22.7373312;-43.3708915;0;0
05/04/2018;São João de Meriti;-22.7917454;-43.3683626;0;0
05/04/2018;Nova Iguaçu;-22.7309552;-43.4617558;1;0
05/04/2018;São Gonçalo;-22.7970552;-42.9980058;0;0
05/04/2018;Rio de Janeiro;-22.8991679;-43.2401767;0;0
05/04/2018;Belford Roxo;-22.7496878;-43.4008485;0;0
05/04/2018;Rio de Janeiro;-22.8883378;-43.2286111;0;0
05/04/2018;Nova Iguaçu;-22.7504445;-43.4685086;1;0
05/04/2018;Nova Iguaçu;-22.750399;-43.439634;0;0
05/04/2018;Nova Iguaçu;-22.738846;-43.4351571;0;0
05/04/2018;Nova Iguaçu;-22.747053;-43.4416018;0;0
05/04/2018;Nova Iguaçu;-22.7620461;-43.4265594;0;0
06/04/2018;Rio de Janeiro;-22.9277778;-43.1991667;0;0
06/04/2018;Rio de Janeiro;-22.9252336;-43.2053404;0;0
06/04/2018;Rio de Janeiro;-22.9198664;-43.197717;0;0
06/04/2018;Rio de Janeiro;-22.8624135;-43.2748945;0;0
06/04/2018;Rio de Janeiro;-22.9292805;-43.2027587;0;0
05/04/2018;Rio de Janeiro;-22.8376922;-43.3141914;0;1
05/07/2018;Rio de Janeiro;-22.8817976;-43.2684935;0;0
06/04/2018;Rio de Janeiro;-22.9256516;-43.2154698;0;0
06/04/2018;Rio de Janeiro;-22.8981932;-43.1889102;0;0
06/04/2018;Rio de Janeiro;-22.8820736;-43.2928316;0;0
06/04/2018;São João de Meriti;-22.7720182;-43.3481728;0;0
05/04/2018;Japeri;-22.6827019;-43.6009881;0;0
06/04/2018;Rio de Janeiro;-22.9277778;-43.1991667;1;0
06/04/2018;Rio de Janeiro;-22.9043405;-43.2065872;0;0
06/04/2018;São João de Meriti;-22.7755901;-43.3463348;0;0
06/04/2018;São João de Meriti;-22.7929463;-43.3744616;0;0
06/04/2018;Rio de Janeiro;-22.873338;-43.419919;0;0
06/04/2018;Rio de Janeiro;-22.9084488;-43.3648504;0;0
06/04/2018;Rio de Janeiro;-22.9462222;-43.160745;0;0
06/04/2018;Rio de Janeiro;-22.9230472;-43.2195826;0;0
06/04/2018;Mesquita;-22.7764247;-43.4391929;0;0
06/04/2018;Rio de Janeiro;-22.8602971;-43.2814254;2;0
06/04/2018;Rio de Janeiro;-22.9939022;-43.2358343;0;0
06/04/2018;São João de Meriti;-22.8049879;-43.3782618;0;0
06/04/2018;Rio de Janeiro;-22.8493749;-43.2901175;0;0
06/04/2018;Rio de Janeiro;-22.9441667;-43.2408333;0;0
06/04/2018;Rio de Janeiro;-22.9139459;-43.6725652;0;0
06/04/2018;Rio de Janeiro;-22.817129;-43.3893677;0;0
06/04/2018;Rio de Janeiro;-22.8650563;-43.2608932;0;0
06/04/2018;Niterói;-22.8757417;-43.090093;0;0
06/04/2018;Rio de Janeiro;-22.9939022;-43.2358343;0;0
06/04/2018;Niterói;-22.8768496;-43.1083232;0;0
06/04/2018;Belford Roxo;-22.7507013;-43.3745743;0;0
07/04/2018;Rio de Janeiro;-22.9813679;-43.1976017;0;0
07/04/2018;Rio de Janeiro;-22.9847014;-43.1968895;0;0
07/04/2018;Rio de Janeiro;-22.9063659;-43.352637;0;0
07/04/2018;Rio de Janeiro;-22.8440802;-43.3094623;0;0
06/04/2018;Itaboraí;-22.7297849;-42.9536315;0;0
07/04/2018;Rio de Janeiro;-22.934571;-43.6653492;4;0
06/04/2018;Nova Iguaçu;-22.735895;-43.440191;1;0
07/04/2018;Rio de Janeiro;-22.8127094;-43.3714379;0;0
06/04/2018;Niterói;-22.8698704;-43.1103389;0;0
07/04/2018;Rio de Janeiro;-22.9180113;-43.3610277;0;0
07/04/2018;Rio de Janeiro;-22.9879841;-43.2479825;0;0
07/04/2018;Rio de Janeiro;-22.8988185;-43.3521535;0;0
07/04/2018;Rio de Janeiro;-22.8709633;-43.4426703;0;0
07/04/2018;Rio de Janeiro;-22.9148888;-43.3480613;0;0
07/04/2018;Rio de Janeiro;-22.91;-43.2575;0;0
07/04/2018;Rio de Janeiro;-22.8603985;-43.2821082;0;0
07/04/2018;Rio de Janeiro;-22.8528767;-43.3926893;0;0
07/04/2018;Niterói;-22.9354953;-43.0052252;0;0
07/04/2018;Rio de Janeiro;-22.9783333;-43.1952778;0;0
07/04/2018;Rio de Janeiro;-22.8979691;-43.2607326;0;0
07/04/2018;Belford Roxo;-22.7071402;-43.3358451;0;0
08/04/2018;Rio de Janeiro;-22.8742263;-43.4685442;0;0
08/04/2018;Rio de Janeiro;-22.8742263;-43.4685442;0;0
08/04/2018;Rio de Janeiro;-22.932988;-43.3769427;0;0
08/04/2018;Rio de Janeiro;-22.8992775;-43.2609188;0;0
08/04/2018;Rio de Janeiro;-22.9879841;-43.2479825;0;0
08/04/2018;Rio de Janeiro;-22.914983;-43.34785;0;0
08/04/2018;Queimados;-22.6970872;-43.529780099999996;0;0
08/04/2018;Belford Roxo;-22.7352585;-43.3629964;0;0
08/04/2018;Rio de Janeiro;-22.9441667;-43.2408333;0;0
04/04/2018;São Gonçalo;-22.8298458;-43.0946551;1;0
08/04/2018;Rio de Janeiro;-22.8949215;-43.2621572;1;0
08/04/2018;Duque de Caxias;-22.7709282;-43.306175;0;0
08/04/2018;Rio de Janeiro;-22.9077778;-43.2616667;0;0
08/04/2018;Rio de Janeiro;-22.8819613;-43.242061;0;0
08/04/2018;Rio de Janeiro;-22.9807174;-43.1928973;0;0
08/04/2018;Rio de Janeiro;-22.8852001;-43.3198218;0;0
08/04/2018;Rio de Janeiro;-22.9134937;-43.4010394;1;0
08/04/2018;Rio de Janeiro;-22.9048084;-43.3550791;0;0
08/04/2018;Rio de Janeiro;-22.9856502;-43.1934324;0;0
08/04/2018;Rio de Janeiro;-22.9939022;-43.2358343;0;0
09/04/2018;Niterói;-22.8714162;-43.0941434;0;0
09/04/2018;Rio de Janeiro;-22.8581095;-43.4875308;0;0
09/04/2018;Rio de Janeiro;-22.8581095;-43.4875308;0;0
09/04/2018;Rio de Janeiro;-22.8663854;-43.3355672;0;0
09/04/2018;Niterói;-22.9094039;-43.0773814;0;0
09/04/2018;Niterói;-22.9172755;-43.0902716;0;0
09/04/2018;Rio de Janeiro;-22.913806;-43.284778;0;0
09/04/2018;Rio de Janeiro;-22.9138889;-43.2847512;0;0
09/04/2018;Rio de Janeiro;-22.8641667;-43.3238889;0;0
09/04/2018;Rio de Janeiro;-22.9895932;-43.2464165;0;0
05/04/2018;Itaboraí;-22.7960859;-42.9405738;0;0
09/04/2018;Rio de Janeiro;-22.8766704;-43.3311838;0;0
08/04/2018;São Gonçalo;-22.8325031;-43.0309527;0;0
07/04/2018;Belford Roxo;-22.757041;-43.3775522;1;0
09/04/2018;Rio de Janeiro;-22.914762;-43.285069;0;0
09/04/2018;Rio de Janeiro;-22.8641667;-43.3238889;0;0
09/04/2018;Belford Roxo;-22.7332114;-43.3806071;0;0
09/04/2018;Rio de Janeiro;-22.873753;-43.3337525;0;0
09/04/2018;Nova Iguaçu;-22.7565515;-43.4602689;4;0
09/04/2018;Rio de Janeiro;-22.8720057;-43.3554032;0;0
09/04/2018;Niterói;-22.9352572;-43.0993931;1;0
09/04/2018;Itaguaí;-22.8631923;-43.7779091;0;0
09/04/2018;Rio de Janeiro;-22.980702;-43.1932059;0;0
09/04/2018;Duque de Caxias;-22.7767789;-43.2968632;0;0
09/04/2018;Rio de Janeiro;-22.9336611;-43.3576922;0;0
09/04/2018;Rio de Janeiro;-22.8709633;-43.4426703;0;0
09/04/2018;Rio de Janeiro;-22.9097179;-43.3568943;0;0
10/04/2018;Rio de Janeiro;-22.8094553;-43.3089519;0;0
10/04/2018;Rio de Janeiro;-22.8715097;-43.2989091;0;0
10/04/2018;Rio de Janeiro;-22.8558216;-43.315785;0;0
09/04/2018;São Gonçalo;-22.7815204;-43.0242287;0;0
09/04/2018;Duque de Caxias;-22.7761378;-43.2921853;1;0
08/04/2018;Nova Iguaçu;-22.8209259;-43.591924;0;0
10/04/2018;Rio de Janeiro;-22.812535;-43.371229;0;0
10/04/2018;Niterói;-22.9549436;-43.0603086;0;0
10/04/2018;Rio de Janeiro;-22.8246493;-43.3727275;0;0
10/04/2018;Itaboraí;-22.7570025;-42.8643167;0;0
10/04/2018;Rio de Janeiro;-22.9879841;-43.2479825;0;0
10/04/2018;Rio de Janeiro;-22.8988185;-43.3521535;0;0
10/04/2018;Rio de Janeiro;-22.8709633;-43.4426703;0;0
10/04/2018;Rio de Janeiro;-22.8041565;-43.1910817;0;0
10/04/2018;Rio de Janeiro;-22.8038005;-43.188313;0;0
10/04/2018;Rio de Janeiro;-22.8564869;-43.3281976;0;0
10/04/2018;São João de Meriti;-22.8046107;-43.3704264;0;0
10/04/2018;Rio de Janeiro;-22.8888521;-43.357971;0;0
10/04/2018;Rio de Janeiro;-23.0130359;-43.4510538;0;1
10/04/2018;Rio de Janeiro;-22.9481688;-43.3626721;0;0
10/04/2018;Belford Roxo;-22.7075628;-43.3399771;0;0
10/04/2018;Rio de Janeiro;-22.8477154;-43.3176152;0;0
03/05/2018;Rio de Janeiro;-22.8736282;-43.6298442;0;1
10/04/2018;São Gonçalo;-22.8908378;-43.0097747;0;0
10/04/2018;São Gonçalo;-22.8654545;-43.0073426;0;0
10/04/2018;São Gonçalo;-22.8661905;-43.0126494;0;0
10/04/2018;São Gonçalo;-22.8748657;-43.0327798;0;0
10/04/2018;Rio de Janeiro;-22.9939022;-43.2358343;0;0
10/04/2018;Rio de Janeiro;-22.9352778;-43.2563889;0;0
10/04/2018;São Gonçalo;-22.8782578;-43.0263867;0;0
11/04/2018;Rio de Janeiro;-22.8506675;-43.2428797;0;0
11/04/2018;São Gonçalo;-22.8293067;-42.9885491;0;0
11/04/2018;Rio de Janeiro;-22.8875573;-43.2581953;0;0
11/04/2018;Rio de Janeiro;-22.9810425;-43.1940799;0;0
11/04/2018;Rio de Janeiro;-22.9810425;-43.1940799;0;0
11/04/2018;Belford Roxo;-22.7417329;-43.3338508;0;0
11/04/2018;Rio de Janeiro;-22.9395041;-43.2515359;0;0
11/04/2018;Niterói;-22.8960984;-43.0776947;0;0
10/04/2018;Nova Iguaçu;-22.7201738;-43.5246361;1;0
11/04/2018;São João de Meriti;-22.813938;-43.384909;1;0
11/04/2018;Rio de Janeiro;-22.8857328;-43.2571767;0;0
11/04/2018;Rio de Janeiro;-22.9602998;-43.1678134;0;0
11/04/2018;Rio de Janeiro;-22.8803653;-43.2690045;1;0
10/04/2018;Duque de Caxias;-22.7832185;-43.2853258;0;0
11/04/2018;Rio de Janeiro;-22.8053648;-43.3166137;0;0
11/04/2018;São João de Meriti;-22.8087348;-43.3813942;0;0
11/04/2018;Rio de Janeiro;-22.8957568;-43.2770232;0;0
11/04/2018;Rio de Janeiro;-22.882546;-43.246592;0;0
11/04/2018;São Gonçalo;-22.8661905;-43.0126494;0;0
11/04/2018;Rio de Janeiro;-22.988089;-43.2409286;0;0
11/04/2018;Rio de Janeiro;-22.8319195;-43.3428414;0;0
11/04/2018;Itaboraí;-22.7262516;-42.9416133;0;0
11/04/2018;Rio de Janeiro;-22.8476282;-43.3726076;0;0
11/04/2018;Itaguaí;-22.8847099;-43.8147572;0;0
11/04/2018;Belford Roxo;-22.7429327;-43.391385;0;0
12/04/2018;São Gonçalo;-22.8413148;-43.0280434;0;0
11/04/2018;Rio de Janeiro;-22.8941028;-43.4419729;0;0
12/04/2018;Rio de Janeiro;-22.8725334;-43.3363639;0;0
12/04/2018;Rio de Janeiro;-22.9052068;-43.3072301;0;0
12/04/2018;Rio de Janeiro;-22.9012338;-43.3137689;0;0
12/04/2018;Rio de Janeiro;-22.8593331;-43.2754759;0;0
11/04/2018;Rio de Janeiro;-22.8052385;-43.2086085;0;0
12/04/2018;Rio de Janeiro;-22.9077778;-43.2616667;0;0
12/04/2018;Rio de Janeiro;-22.8959671;-43.3253079;0;0
12/04/2018;Rio de Janeiro;-22.8593331;-43.2754759;0;0
12/04/2018;Belford Roxo;-22.7326864;-43.3620668;0;0
12/04/2018;Rio de Janeiro;-22.8959671;-43.3253079;0;0
12/04/2018;Niterói;-22.9390656;-43.0186882;0;0
12/04/2018;Itaguaí;-22.8661043;-43.7505056;0;0
12/04/2018;Rio de Janeiro;-22.8593331;-43.2754759;0;0
12/04/2018;Rio de Janeiro;-22.8602971;-43.2814254;0;0
10/04/2018;São Gonçalo;-22.8457849;-43.0912443;1;0
12/04/2018;Duque de Caxias;-22.7720647;-43.3203222;0;0
10/04/2018;Duque de Caxias;-22.6683146;-43.2509749;0;0
10/04/2018;Duque de Caxias;-22.7523096;-43.2739077;0;0
11/04/2018;Belford Roxo;-22.7402711;-43.3450478;1;0
11/04/2018;Rio de Janeiro;-22.8978831;-43.2118811;0;0
12/04/2018;Rio de Janeiro;-22.8632547;-43.285713;0;0
12/04/2018;Rio de Janeiro;-22.8597006;-43.3246027;0;0
12/04/2018;Rio de Janeiro;-22.8597006;-43.3246027;0;0
12/04/2018;Rio de Janeiro;-22.8554329;-43.3219394;1;0
12/04/2018;Belford Roxo;-22.7272635;-43.3824734;0;0
12/04/2018;Rio de Janeiro;-22.852916;-43.2430051;0;0
12/04/2018;Rio de Janeiro;-22.8136091;-43.370921;0;0
12/04/2018;Rio de Janeiro;-22.9481688;-43.3626721;0;0
12/04/2018;Itaboraí;-22.7447356;-42.895453;0;0
12/04/2018;Rio de Janeiro;-22.8594494;-43.321055;2;0
13/04/2018;São Gonçalo;-22.7917073;-43.0298226;0;0
13/04/2018;Rio de Janeiro;-22.8821616;-43.3418796;0;0
13/04/2018;São Gonçalo;-22.8306208;-42.987208;0;0
13/04/2018;Rio de Janeiro;-22.8574971;-43.2430137;0;0
13/04/2018;Belford Roxo;-22.7333117;-43.352398;0;0
13/04/2018;Rio de Janeiro;-22.9481688;-43.3626721;0;0
13/04/2018;Rio de Janeiro;-22.8921253;-43.4277953;0;0
12/04/2018;Mesquita;-22.7839569;-43.4329865;0;0
13/04/2018;Rio de Janeiro;-22.8987338;-43.210259;0;0
12/04/2018;São Gonçalo;-22.8033331;-43.0309626;1;0
13/04/2018;Itaboraí;-22.7960859;-42.9405738;0;0
12/04/2018;São Gonçalo;-22.8264095;-42.9761146;2;0
11/04/2018;Duque de Caxias;-22.7862985;-43.3053106;0;0
12/04/2018;Niterói;-22.9030936;-43.1079277;0;0
13/04/2018;Rio de Janeiro;-22.9481688;-43.3626721;0;0
13/04/2018;Rio de Janeiro;-22.9783333;-43.1952778;0;0
13/04/2018;Rio de Janeiro;-22.9811111;-43.1975;0;0
13/04/2018;Rio de Janeiro;-22.9811111;-43.1975;0;0
12/04/2018;Nova Iguaçu;-22.7573261;-43.4545122;0;0
12/04/2018;Rio de Janeiro;-22.9248642;-43.2321513;0;0
12/04/2018;Belford Roxo;-22.7486004;-43.4106276;1;0
12/04/2018;Rio de Janeiro;-22.9586935;-43.3431108;1;0
13/04/2018;São Gonçalo;-22.8467882;-42.9983438;0;0
13/04/2018;Rio de Janeiro;-22.9810425;-43.1940799;0;0
13/04/2018;São Gonçalo;-22.8424452;-42.9998707;0;0
13/04/2018;Rio de Janeiro;-22.8621466;-43.4907856;0;0
13/04/2018;São Gonçalo;-22.8460799;-43.052731;0;0
13/04/2018;São Gonçalo;-22.8467882;-42.9983438;0;0
13/04/2018;Rio de Janeiro;-22.9783333;-43.1952778;0;0
13/04/2018;Rio de Janeiro;-22.980521;-43.1978813;0;0
14/04/2018;Niterói;-22.9059376;-43.0841076;0;0
14/04/2018;Rio de Janeiro;-22.9573798;-43.6799487;0;0
14/04/2018;Rio de Janeiro;-22.9473726;-43.3583815;0;0
14/04/2018;Rio de Janeiro;-22.85523;-43.370744;0;0
14/04/2018;São Gonçalo;-22.8184813;-43.0135814;0;0
13/04/2018;São Gonçalo;-22.8467882;-42.9983438;0;0
14/04/2018;Niterói;-22.9143887;-43.0890823;0;1
14/04/2018;Niterói;-22.897752;-43.099253;0;0
14/04/2018;Belford Roxo;-22.7598229;-43.362243;0;0
14/04/2018;Rio de Janeiro;-22.9211135;-43.6584775;0;0
14/04/2018;Belford Roxo;-22.7405441;-43.3521006;0;0
14/04/2018;São Gonçalo;-22.7967273;-42.9605491;0;0
14/04/2018;Rio de Janeiro;-22.928472;-43.208224;0;0
14/04/2018;São Gonçalo;-22.828643;-42.9863968;0;0
14/04/2018;Rio de Janeiro;-22.9008595;-43.3546326;0;0
14/04/2018;Rio de Janeiro;-22.889004;-43.2853101;0;0
14/04/2018;Rio de Janeiro;-22.9217436;-43.6637652;0;0
15/04/2018;Rio de Janeiro;-22.8564826;-43.3849845;0;0
15/04/2018;Rio de Janeiro;-22.9077642;-43.3542096;0;0
15/04/2018;Rio de Janeiro;-22.9264633;-43.22681;0;0
15/04/2018;Rio de Janeiro;-22.8694;-43.305986;0;0
15/04/2018;Rio de Janeiro;-22.9069444;-43.3408333;0;0
15/04/2018;Niterói;-22.9172755;-43.0902716;0;0
15/04/2018;Rio de Janeiro;-22.8969198;-43.3516802;0;0
15/04/2018;Rio de Janeiro;-22.8921253;-43.4277953;0;0
15/04/2018;Nova Iguaçu;-22.8231858;-43.6032546;0;0
15/04/2018;Niterói;-22.9059376;-43.0841076;0;0
15/04/2018;Nova Iguaçu;-22.7595964;-43.427134;0;0
15/04/2018;Rio de Janeiro;-22.8773427;-43.4939687;0;0
15/04/2018;Rio de Janeiro;-22.8601458;-43.4845577;0;0
15/04/2018;Belford Roxo;-22.7527575;-43.3632081;0;0
15/04/2018;Rio de Janeiro;-22.9255472;-43.3650259;0;0
15/04/2018;Rio de Janeiro;-22.9836256;-43.1957233;0;0
15/04/2018;Niterói;-22.8888256;-43.097542;0;0
15/04/2018;Belford Roxo;-22.7528857;-43.3632569;2;0
15/04/2018;Rio de Janeiro;-22.9110645;-43.3935142;0;0
15/04/2018;Nova Iguaçu;-22.7612558;-43.4571229;0;0
15/04/2018;Mesquita;-22.7826337;-43.4125974;0;0
15/04/2018;Belford Roxo;-22.739891;-43.378322;1;0
16/04/2018;Rio de Janeiro;-22.9208455;-43.6815883;0;0
16/04/2018;Rio de Janeiro;-22.868064;-43.420179;0;0
16/04/2018;São Gonçalo;-22.8078202;-43.0026449;0;0
16/04/2018;Rio de Janeiro;-22.8725334;-43.3363639;0;0
16/04/2018;Rio de Janeiro;-22.8817765;-43.3318165;0;0
16/04/2018;Rio de Janeiro;-22.884149;-43.3347257;2;0
16/04/2018;Rio de Janeiro;-22.8703855;-43.4798073;0;0
